merchant,vertical,tier,seasonality,peak_months,engagement_month_label,engagement_month_sort,engagement_date,engagement_type,priority,owner,fy26_fc_gmv,status,next_action,leadership_flag,playbook
Definitive Technology,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$868.29,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Denon,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$67,666",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Dufresne,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$124,984",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Emma Sleep,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$238,151",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Fizz,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$27.40M,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Footlocker,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Alex Utting,,Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
GhostBed,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-12 to T-8 planning,Medium,Cathryn Felton,"$245,853",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Giant Tiger,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$89,132",Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Hart,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$108.48,Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Hetta Furniture,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$1,233",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
INDOCHINO 855-334-0788,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$8,982",Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Marantz,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$13,641",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Mobile Klinik,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$2.06M,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Novosbed,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$215,425",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Omnia Tattoo Academy,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$55,793",Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
PROGRAMME GS+,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$54,052",Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
Polk Audio,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$53,260",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Polysleep,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$302,544",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Quoted Tech Gaming PC's,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$1.85M,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Ren's Pet Depot (SFCC),Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$77,881",Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Ren's Pet Depot (VCN),Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$6,035",Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Rove Concepts,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$452,622",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Rwireless,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$1,459",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Softmoc,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,XX,Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Sunday Furniture Ltd,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$519,933",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Transformer Table,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jun 2026,2026-06,2026-06-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$195,320",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Goodmorning.com,Sleep,Tier 0,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Cathryn Felton,$3.44M,Planned,Lock creative and launch checklist,Yes,Spring / Labour Day / holiday mattress and bedding push
Samsung,Electronics & Wireless,Tier 0,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,Yes,BTS / holiday device and accessory financing
Sleep Country,Sleep,Tier 0,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,Yes,Spring / Labour Day / holiday mattress and bedding push
Structube,Furniture & Home,Tier 0,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,Yes,Spring refresh / move season / holiday big-ticket financing
Canon,Electronics & Wireless,Tier 1,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Cathryn Felton,$2.55M,Planned,Lock creative and launch checklist,No,BTS / holiday device and accessory financing
Clutch,Auto,Tier 1,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,High,Cathryn Felton,$1.42M,Planned,Lock creative and launch checklist,No,Spring upgrade / winter prep parts and service financing
Cozey,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Alex Utting,,Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
EQ3,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Cathryn Felton,"$974,442",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
JYSK,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$445,946",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
Jump+,Electronics & Wireless,Tier 1,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Saagar Chugh,$6.47M,Planned,Lock creative and launch checklist,No,BTS / holiday device and accessory financing
MUST,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$6,415",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
Maison Corbeil,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Lynda Khouildi,"$10,281",Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
Nissan Stores,Auto,Tier 1,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,High,Lynda Khouildi,"$350,648",Planned,Lock creative and launch checklist,No,Spring upgrade / winter prep parts and service financing
Urban Barn,Furniture & Home,Tier 1,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,High,Cathryn Felton,$1.89M,Planned,Lock creative and launch checklist,No,Spring refresh / move season / holiday big-ticket financing
1010 Tires,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$681,828",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Action Car and Truck Accessories,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$154,601",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Ashley Home Store,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$430,215",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Bowers & Wilkins,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$116,437",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Browns Shoes,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$939,763",Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Canada Wheels,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,$1.01M,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Canadian Beauty School,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$2.09M,Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
Canadian Tire (Pending),Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Alex Utting,,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Cellcom Communications,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$4.30M,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Definitive Technology,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,$868.29,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Denon,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$67,666",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Dirty Diesel Customs,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$513,649",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Dufresne,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$124,984",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
Emma Sleep,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$238,151",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Fizz,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$27.40M,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Footlocker,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Alex Utting,,Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
GhostBed,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Cathryn Felton,"$245,853",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Giant Tiger,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$89,132",Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Hart,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$108.48,Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Hetta Furniture,Furniture & Home,Tier 2,"spring_home, bts, holiday","Apr, May, Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$1,233",Planned,Schedule planning touchpoint,No,Spring refresh / move season / holiday big-ticket financing
INDOCHINO 855-334-0788,Retail / Multi,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$8,982",Planned,Schedule planning touchpoint,No,BTS / holiday merchandising and offer coordination
Marantz,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$13,641",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Mobile Klinik,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,$2.06M,Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Mr. Lube,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$467,107",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Novosbed,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$215,425",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
Omnia Tattoo Academy,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$55,793",Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
PMC Tire,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,$1.14M,Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
PROGRAMME GS+,Education,Tier 2,"bts, new_year","Aug, Sep, Jan, Feb",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$54,052",Planned,Schedule planning touchpoint,No,BTS / New Year enrollment financing
Park Auto Motorsports,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$436,488",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Parts Avatar,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$434,154",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Parts Engine,Auto,Tier 2,"auto_spring, auto_winter_prep","Apr, May, Jun, Oct, Nov",Jul 2026,2026-07,2026-07-01,T-12 to T-8 planning,Medium,Lynda Khouildi,"$935,339",Planned,Schedule planning touchpoint,No,Spring upgrade / winter prep parts and service financing
Polk Audio,Electronics & Wireless,Tier 2,"bts, holiday","Aug, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Saagar Chugh,"$53,260",Planned,Schedule planning touchpoint,No,BTS / holiday device and accessory financing
Polysleep,Sleep,Tier 2,"spring_home, labour_day, holiday","Apr, May, Sep, Nov, Dec",Jul 2026,2026-07,2026-07-01,T-8 to T-4 launch prep,Medium,Lynda Khouildi,"$302,544",Planned,Schedule planning touchpoint,No,Spring / Labour Day / holiday mattress and bedding push
